Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Quality Rating Score,Noise Exceedance Rating
2006,November,QXE,HORIZON AIR,1,165,6,9.97,9.97
2006,November,MXA,MEXICANA,1,141,7,9.96,9.96
2006,November,ASA,ALASKA AIRLINES,21,1441,15,9.92,9.92
2006,November,FFT,FRONTIER AIRLINES,9,548,16,9.91,9.91
2006,November,COA,CONTINENTAL AIR LINES,12,728,16,9.91,9.91
2006,November,NKS,SPIRIT AIRLINES,1,60,17,9.91,9.91
2006,November,ACA,AIR CANADA,7,396,18,9.9,9.90
2006,November,DAL,DELTA AIRLINES,14,739,19,9.9,9.90
2006,November,KHA,KITTY HAWK AIRCARGO,1,49,20,9.89,9.89
2006,November,TWY,SUNSET AVIATION,1,49,20,9.89,9.89
2006,November,TRS,AIRTRAN AIRWAYS,3,120,25,9.86,9.86
2006,November,NWA,NORTHWEST AIRLINES,18,658,27,9.85,9.85
2006,November,AAL,AMERICAN AIRLINES,56,2046,27,9.85,9.85
2006,November,AWE,US AIRWAYS,20,704,28,9.85,9.85
2006,November,UAL,UNITED AIRLINES,275,8645,32,9.83,9.83
2006,November,HAL,HAWAIIAN AIRLINES,2,62,32,9.83,9.83
2006,November,BAW,BRITISH AIRWAYS,6,116,52,9.72,9.72
2006,November,SCX,SUN COUNTRY,4,62,65,9.65,9.65
2006,November,PRD,PRESIDENTIAL AVIATION,1,14,71,9.61,9.61
2006,November,DLH,LUFTHANSA,11,120,92,9.5,9.50
2006,November,ABX,AIRBORNE EXPRESS,14,152,92,9.5,9.50
2006,November,TAI,TACA INTERNATIONAL AIRLINES,7,65,108,9.42,9.42
2006,November,TDX,TRADEWINDS INTERNATIONAL AIRLINES,6,25,240,8.7,8.70
2006,November,JAL,JAPAN AIRLINES,38,156,244,8.68,8.68
2006,November,KAL,KOREAN AIR,25,90,278,8.5,8.50
2006,November,WDR,AIR NET PRIVATE CHARTER,2,7,286,8.45,8.45
2006,November,FDX,FEDERAL EXPRESS,49,147,333,8.19,8.19
2006,November,NCA,NIPPON CARGO AIRLINES,33,87,379,7.95,7.95
2006,November,CLX,CARGOLUX,10,18,556,6.99,6.99
2006,November,PAL,PHILIPPINE AIRLINES,52,68,765,5.86,5.86
2006,November,CKS,KALITTA AIR,30,34,882,5.22,5.22
2006,November,CKK,CHINA CARGO AIRLINES,33,34,971,4.74,4.74
2006,November,EVA,EVA AIRWAYS,113,102,1108,4,4.00
2006,November,SIA,SINGAPORE AIRLINES,137,120,1142,3.82,3.82
2006,November,CAL,CHINA AIRLINES,144,114,1263,3.16,3.16
2006,November,CPA,CATHAY PACIFIC AIRWAYS,156,91,1714,0.71,0.71
2006,November,QFA,QANTAS AIRWAYS,48,26,1846,0,-0.00
2006,December,EJA,NETJETS AVIATION,1,452,2,9.98,9.98
2006,December,SKW,SKYWEST,46,6771,7,9.94,9.94
2006,December,EGF,AMERICAN AIRLINES EAGLE,2,232,9,9.93,9.93
2006,December,AFR,AIR FRANCE,1,62,16,9.87,9.87
2006,December,MEP,MIDWEST AIRLINES,1,62,16,9.87,9.87
2006,December,ANZ,AIR NEW ZEALAND,1,60,17,9.86,9.86
2006,December,ASA,ALASKA AIRLINES,29,1479,20,9.84,9.84
2006,December,MXA,MEXICANA,3,140,21,9.82,9.82
2006,December,USA,US AIRWAYS,12,515,23,9.81,9.81
2006,December,FFT,FRONTIER AIRLINES,15,578,26,9.79,9.79
2006,December,ACA,AIR CANADA,12,427,28,9.77,9.77
2006,December,QXE,HORIZON AIR,5,166,30,9.75,9.75
2006,December,AWE,US AIRWAYS,22,719,31,9.75,9.75
2006,December,UAL,UNITED AIRLINES,277,8735,32,9.74,9.74
2006,December,HAL,HAWAIIAN AIRLINES,2,63,32,9.74,9.74
2006,December,TRS,AIRTRAN AIRWAYS,4,124,32,9.73,9.73
2006,December,DAL,DELTA AIRLINES,24,709,34,9.72,9.72
2006,December,KHA,KITTY HAWK AIRCARGO,3,84,36,9.71,9.71
2006,December,COA,CONTINENTAL AIR LINES,31,813,38,9.69,9.69
2006,December,BAW,BRITISH AIRWAYS,5,118,42,9.65,9.65
2006,December,NWA,NORTHWEST AIRLINES,30,705,43,9.65,9.65
2006,December,CCA,AIR CHINA,2,45,44,9.63,9.63
2006,December,SCX,SUN COUNTRY,4,71,56,9.54,9.54
2006,December,AAL,AMERICAN AIRLINES,124,2086,59,9.51,9.51
2006,December,EJM,EXECUTIVE JET MANAGEMENT,2,28,71,9.41,9.41
2006,December,DLH,LUFTHANSA,13,122,107,9.12,9.12
2006,December,EIA,EVERGREEN INTERNATIONAL AIRLINES,6,48,125,8.97,8.97
2006,December,WJA,WESTJET AIRLINES,1,8,125,8.97,8.97
2006,December,AAR,ASIANA AIRLINES,6,42,143,8.82,8.82
2006,December,DDA,D & D AVIATION,1,7,143,8.82,8.82
2006,December,TAI,TACA INTERNATIONAL AIRLINES,14,97,144,8.81,8.81
2006,December,ABX,AIRBORNE EXPRESS,28,149,188,8.45,8.45
2006,December,JAL,JAPAN AIRLINES,33,151,219,8.2,8.20
2006,December,TDX,TRADEWINDS INTERNATIONAL AIRLINES,12,51,235,8.06,8.06
2006,December,HKI,HAWKAIRE,1,4,250,7.94,7.94
2006,December,KAL,KOREAN AIR,26,98,265,7.81,7.81
2006,December,FDX,FEDERAL EXPRESS,41,150,273,7.75,7.75
2006,December,CTT,CUSTOM AIR TRANSPORT,2,6,333,7.25,7.25
2006,December,CLX,CARGOLUX,6,16,375,6.91,6.91
2006,December,NCA,NIPPON CARGO AIRLINES,33,81,407,6.64,6.64
2006,December,JUS,USA JET AIRLINES,1,2,500,5.88,5.88
2006,December,CKK,CHINA CARGO AIRLINES,22,42,524,5.68,5.68
2006,December,CKS,KALITTA AIR,22,41,537,5.58,5.58
2006,December,QFA,QANTAS AIRWAYS,40,56,714,4.11,4.11
2006,December,EVA,EVA AIRWAYS,87,106,821,3.23,3.23
2006,December,SIA,SINGAPORE AIRLINES,102,124,823,3.22,3.22
2006,December,CAL,CHINA AIRLINES,102,120,850,2.99,2.99
2006,December,CPA,CATHAY PACIFIC AIRWAYS,114,94,1213,0,0.00
2006,July,EGF,AMERICAN AIRLINES EAGLE,1,275,4,9.99,9.99
2006,July,SKW,SKYWEST,14,6634,2,9.99,9.99
2006,July,OPT,FLIGHT OPTIONS,1,191,5,9.98,9.98
2006,July,LXJ,FLEXJET,1,116,9,9.97,9.97
2006,July,ASA,ALASKA AIRLINES,10,1115,9,9.96,9.96
2006,July,QXE,HORIZON AIR,2,167,12,9.95,9.95
2006,July,MXA,MEXICANA,2,144,14,9.94,9.94
2006,July,USA,US AIRWAYS,8,574,14,9.94,9.94
2006,July,ACA,AIR CANADA,12,648,19,9.93,9.93
2006,July,AAL,AMERICAN AIRLINES,36,2173,17,9.93,9.93
2006,July,HAL,HAWAIIAN AIRLINES,1,58,17,9.93,9.93
2006,July,SCX,SUN COUNTRY,1,57,18,9.93,9.93
2006,July,DAL,DELTA AIRLINES,22,973,23,9.91,9.91
2006,July,FFT,FRONTIER AIRLINES,13,562,23,9.91,9.91
2006,July,AWE,US AIRWAYS,16,743,22,9.91,9.91
2006,July,BAW,BRITISH AIRWAYS,3,121,25,9.9,9.90
2006,July,COA,CONTINENTAL AIR LINES,23,912,25,9.9,9.90
2006,July,TRS,AIRTRAN AIRWAYS,5,177,28,9.89,9.89
2006,July,NWA,NORTHWEST AIRLINES,26,893,29,9.88,9.88
2006,July,UAL,UNITED AIRLINES,323,8745,37,9.85,9.85
2006,July,CCA,AIR CHINA,2,42,48,9.81,9.81
2006,July,AFR,AIR FRANCE,3,61,49,9.8,9.80
2006,July,KLM,KLM ROYAL DUTCH AIRLINES,3,56,54,9.79,9.79
2006,July,NKS,SPIRIT AIRLINES,3,58,52,9.79,9.79
2006,July,VIR,VIRGIN ATLANTIC,4,60,67,9.73,9.73
2006,July,TAI,TACA INTERNATIONAL AIRLINES,7,85,82,9.67,9.67
2006,July,ANZ,AIR NEW ZEALAND,5,59,85,9.66,9.66
2006,July,DLH,LUFTHANSA,14,118,119,9.53,9.53
2006,July,ABX,AIRBORNE EXPRESS,23,167,138,9.45,9.45
2006,July,ICE,ICELANDAIR,6,34,176,9.29,9.29
2006,July,AAR,ASIANA AIRLINES,9,44,205,9.18,9.18
2006,July,JAL,JAPAN AIRLINES,32,153,209,9.16,9.16
2006,July,NCA,NIPPON CARGO AIRLINES,21,74,284,8.86,8.86
2006,July,FDX,FEDERAL EXPRESS,44,135,326,8.7,8.70
2006,July,CLX,CARGOLUX,7,15,467,8.13,8.13
2006,July,EIA,EVERGREEN INTERNATIONAL AIRLINES,1,2,500,8,8.00
2006,July,KAL,KOREAN AIR,63,109,578,7.69,7.69
2006,July,CKK,CHINA CARGO AIRLINES,24,29,828,6.69,6.69
2006,July,QFA,QANTAS AIRWAYS,55,50,1100,5.6,5.60
2006,July,EVA,EVA AIRWAYS,135,109,1239,5.05,5.05
2006,July,CAL,CHINA AIRLINES,147,115,1278,4.89,4.89
2006,July,SIA,SINGAPORE AIRLINES,158,119,1328,4.69,4.69
2006,July,CKS,KALITTA AIR,37,27,1370,4.52,4.52
2006,July,PAL,PHILIPPINE AIRLINES,122,65,1877,2.49,2.49
2006,July,CPA,CATHAY PACIFIC AIRWAYS,177,87,2034,1.86,1.86
2006,July,TDX,TRADEWINDS INTERNATIONAL AIRLINES,30,12,2500,0,0.00
2007,January,SKW,SKYWEST,13,6986,2,9.99,9.99
2007,January,EGF,AMERICAN AIRLINES EAGLE,1,240,4,9.97,9.97
2007,January,QXE,HORIZON AIR,1,171,6,9.96,9.96
2007,January,ASA,ALASKA AIRLINES,17,1497,11,9.92,9.92
2007,January,ASQ,ATLANTIC SOUTHEAST AIRLINES,2,176,11,9.92,9.92
2007,January,USA,US AIRWAYS,5,438,11,9.92,9.92
2007,January,AWE,US AIRWAYS,9,721,12,9.91,9.91
2007,January,FFT,FRONTIER AIRLINES,8,637,13,9.91,9.91
2007,January,MXA,MEXICANA,2,135,15,9.9,9.90
2007,January,ACA,AIR CANADA,7,413,17,9.88,9.88
2007,January,BAW,BRITISH AIRWAYS,3,124,24,9.83,9.83
2007,January,COA,CONTINENTAL AIR LINES,19,739,26,9.82,9.82
2007,January,FIV,CITATIONSHARES,1,38,26,9.82,9.82
2007,January,NWA,NORTHWEST AIRLINES,17,616,28,9.81,9.81
2007,January,DAL,DELTA AIRLINES,19,682,28,9.81,9.81
2007,January,UAL,UNITED AIRLINES,255,8532,30,9.79,9.79
2007,January,TRS,AIRTRAN AIRWAYS,3,68,44,9.69,9.69
2007,January,AAL,AMERICAN AIRLINES,120,2099,57,9.6,9.60
2007,January,WWI,WORLDWIDE JET CHARTER,1,12,83,9.42,9.42
2007,January,SCX,SUN COUNTRY,7,65,108,9.25,9.25
2007,January,DLH,LUFTHANSA,15,124,121,9.16,9.16
2007,January,JAL,JAPAN AIRLINES,22,137,161,8.88,8.88
2007,January,ABX,AIRBORNE EXPRESS,24,146,164,8.85,8.85
2007,January,TAI,TACA INTERNATIONAL AIRLINES,17,81,210,8.54,8.54
2007,January,CLX,CARGOLUX,4,16,250,8.26,8.26
2007,January,KAL,KOREAN AIR,23,89,258,8.2,8.20
2007,January,AAR,ASIANA AIRLINES,11,42,262,8.17,8.17
2007,January,FDX,FEDERAL EXPRESS,39,148,264,8.16,8.16
2007,January,CKK,CHINA CARGO AIRLINES,8,28,286,8.01,8.01
2007,January,PAL,PHILIPPINE AIRLINES,22,72,306,7.87,7.87
2007,January,NCA,NIPPON CARGO AIRLINES,22,60,367,7.44,7.44
2007,January,VDA,VOLGA­DNEPR,1,2,500,6.51,6.51
2007,January,CKS,KALITTA AIR,31,43,721,4.97,4.97
2007,January,QFA,QANTAS AIRWAYS,38,51,745,4.8,4.80
2007,January,EVA,EVA AIRWAYS,97,108,898,3.73,3.73
2007,January,SIA,SINGAPORE AIRLINES,109,121,901,3.71,3.71
2007,January,CAL,CHINA AIRLINES,113,110,1027,2.83,2.83
2007,January,CPA,CATHAY PACIFIC AIRWAYS,129,90,1433,0,-0.00
2007,February,SKW,SKYWEST,32,6179,5,9.96,9.96
2007,February,QXE,HORIZON AIR,1,159,6,9.96,9.96
2007,February,LXJ,FLEXJET,1,109,9,9.94,9.94
2007,February,EGF,AMERICAN AIRLINES EAGLE,2,202,10,9.93,9.93
2007,February,USA,US AIRWAYS,4,338,12,9.92,9.92
2007,February,MXA,MEXICANA,2,122,16,9.88,9.88
2007,February,ASA,ALASKA AIRLINES,23,1354,17,9.88,9.88
2007,February,ANA,ALL NIPPON AIRWAYS,1,56,18,9.87,9.87
2007,February,MEP,MIDWEST AIRLINES,1,56,18,9.87,9.87
2007,February,TAG,TAG AVIATION,3,137,22,9.85,9.85
2007,February,COA,CONTINENTAL AIR LINES,15,656,23,9.84,9.84
2007,February,ACA,AIR CANADA,9,379,24,9.83,9.83
2007,February,CCA,AIR CHINA,1,38,26,9.81,9.81
2007,February,UAL,UNITED AIRLINES,225,7694,29,9.79,9.79
2007,February,DAL,DELTA AIRLINES,20,614,33,9.77,9.77
2007,February,FFT,FRONTIER AIRLINES,19,572,33,9.77,9.77
2007,February,AWE,US AIRWAYS,25,673,37,9.74,9.74
2007,February,NWA,NORTHWEST AIRLINES,24,545,44,9.69,9.69
2007,February,BAW,BRITISH AIRWAYS,5,112,45,9.68,9.68
2007,February,AAL,AMERICAN AIRLINES,91,1810,50,9.65,9.65
2007,February,TRS,AIRTRAN AIRWAYS,3,56,54,9.62,9.62
2007,February,TAI,TACA INTERNATIONAL AIRLINES,8,63,127,9.1,9.10
2007,February,SCX,SUN COUNTRY,7,55,127,9.1,9.10
2007,February,DLH,LUFTHANSA,16,112,143,8.99,8.99
2007,February,ABX,AIRBORNE EXPRESS,21,128,164,8.84,8.84
2007,February,DDA,D & D AVIATION,2,10,200,8.59,8.59
2007,February,AAR,ASIANA AIRLINES,8,39,205,8.55,8.55
2007,February,JAL,JAPAN AIRLINES,36,126,286,7.98,7.98
2007,February,KAL,KOREAN AIR,27,83,325,7.7,7.70
2007,February,FDX,FEDERAL EXPRESS,46,139,331,7.66,7.66
2007,February,CLX,CARGOLUX,6,15,400,7.18,7.18
2007,February,NCA,NIPPON CARGO AIRLINES,33,68,485,6.58,6.58
2007,February,PAL,PHILIPPINE AIRLINES,43,64,672,5.26,5.26
2007,February,CKS,KALITTA AIR,31,43,721,4.91,4.91
2007,February,CAL,CHINA AIRLINES,73,96,760,4.63,4.63
2007,February,SIA,SINGAPORE AIRLINES,87,111,784,4.47,4.47
2007,February,CKK,CHINA CARGO AIRLINES,27,34,794,4.4,4.40
2007,February,EVA,EVA AIRWAYS,83,98,847,4.02,4.02
2007,February,UJT,UNIVERSAL JET AVIATION,2,2,1000,2.94,2.94
2007,February,CPA,CATHAY PACIFIC AIRWAYS,99,80,1238,1.27,1.27
2007,February,QFA,QANTAS AIRWAYS,34,24,1417,0,0.00
2007,March,EJA,NETJETS AVIATION,1,675,1,9.99,9.99
2007,March,SKW,SKYWEST,15,7237,2,9.99,9.99
2007,March,ACA,AIR CANADA,2,401,5,9.98,9.98
2007,March,QXE,HORIZON AIR,1,177,6,9.97,9.97
2007,March,FFT,FRONTIER AIRLINES,4,653,6,9.97,9.97
2007,March,EGF,AMERICAN AIRLINES EAGLE,3,237,13,9.94,9.94
2007,March,BAW,BRITISH AIRWAYS,2,124,16,9.92,9.92
2007,March,MEP,MIDWEST AIRLINES,1,62,16,9.92,9.92
2007,March,ASA,ALASKA AIRLINES,25,1508,17,9.92,9.92
2007,March,COA,CONTINENTAL AIR LINES,14,734,19,9.9,9.90
2007,March,ASH,MESA AVIATION SERVICES,1,52,19,9.9,9.90
2007,March,AWE,US AIRWAYS,15,737,20,9.9,9.90
2007,March,CCA,AIR CHINA,1,46,22,9.89,9.89
2007,March,USA,US AIRWAYS,10,401,25,9.88,9.88
2007,March,UAL,UNITED AIRLINES,268,8840,30,9.85,9.85
2007,March,MXA,MEXICANA,4,131,31,9.85,9.85
2007,March,TRS,AIRTRAN AIRWAYS,2,62,32,9.84,9.84
2007,March,KLM,KLM ROYAL DUTCH AIRLINES,2,62,32,9.84,9.84
2007,March,NWA,NORTHWEST AIRLINES,21,607,35,9.83,9.83
2007,March,AAL,AMERICAN AIRLINES,77,2090,37,9.82,9.82
2007,March,DAL,DELTA AIRLINES,30,701,43,9.79,9.79
2007,March,HAL,HAWAIIAN AIRLINES,3,64,47,9.77,9.77
2007,March,SCX,SUN COUNTRY,4,63,63,9.68,9.68
2007,March,TAI,TACA INTERNATIONAL AIRLINES,5,70,71,9.64,9.64
2007,March,AAR,ASIANA AIRLINES,4,42,95,9.52,9.52
2007,March,ABX,AIRBORNE EXPRESS,15,142,106,9.47,9.47
2007,March,DLH,LUFTHANSA,20,124,161,9.19,9.19
2007,March,JAL,JAPAN AIRLINES,37,158,234,8.83,8.83
2007,March,CLX,CARGOLUX,7,21,333,8.33,8.33
2007,March,FDX,FEDERAL EXPRESS,53,154,344,8.28,8.28
2007,March,NCA,NIPPON CARGO AIRLINES,40,86,465,7.67,7.67
2007,March,KAL,KOREAN AIR,45,94,479,7.61,7.61
2007,March,AJI,AMERISTAR JET CHARTER,1,2,500,7.5,7.50
2007,March,SOO,SOUTHERN AIR,1,2,500,7.5,7.50
2007,March,CKS,KALITTA AIR,32,36,889,5.56,5.56
2007,March,CKK,CHINA CARGO AIRLINES,25,28,893,5.54,5.54
2007,March,FKS,FOCUS AIR,18,20,900,5.5,5.50
2007,March,EVA,EVA AIRWAYS,101,108,935,5.32,5.32
2007,March,CAL,CHINA AIRLINES,109,116,940,5.3,5.30
2007,March,SIA,SINGAPORE AIRLINES,123,124,992,5.04,5.04
2007,March,PAL,PHILIPPINE AIRLINES,83,71,1169,4.15,4.15
2007,March,QFA,QANTAS AIRWAYS,45,30,1500,2.5,2.50
2007,March,CPA,CATHAY PACIFIC AIRWAYS,142,92,1543,2.28,2.28
2007,March,RAX,ROYAL AIR FREIGHT,4,2,2000,0,0.00
2007,April,SKW,SKYWEST,15,6879,2,9.99,9.99
2007,April,QXE,HORIZON AIR,1,171,6,9.97,9.97
2007,April,COA,CONTINENTAL AIR LINES,5,731,7,9.96,9.96
2007,April,TRS,AIRTRAN AIRWAYS,1,112,9,9.95,9.95
2007,April,ACA,AIR CANADA,4,417,10,9.95,9.95
2007,April,USA,US AIRWAYS,5,403,12,9.93,9.93
2007,April,ASA,ALASKA AIRLINES,21,1458,14,9.92,9.92
2007,April,CCA,AIR CHINA,1,60,17,9.91,9.91
2007,April,MEP,MIDWEST AIRLINES,1,60,17,9.91,9.91
2007,April,FFT,FRONTIER AIRLINES,10,577,17,9.91,9.91
2007,April,AWE,US AIRWAYS,15,763,20,9.89,9.89
2007,April,DAL,DELTA AIRLINES,18,722,25,9.87,9.87
2007,April,UAL,UNITED AIRLINES,251,8595,29,9.84,9.84
2007,April,AFR,AIR FRANCE,2,60,33,9.82,9.82
2007,April,BAW,BRITISH AIRWAYS,4,120,33,9.82,9.82
2007,April,HAL,HAWAIIAN AIRLINES,2,60,33,9.82,9.82
2007,April,MXA,MEXICANA,5,133,38,9.8,9.80
2007,April,AAL,AMERICAN AIRLINES,79,2044,39,9.79,9.79
2007,April,NWA,NORTHWEST AIRLINES,31,673,46,9.75,9.75
2007,April,KLM,KLM ROYAL DUTCH AIRLINES,3,58,52,9.72,9.72
2007,April,SCX,SUN COUNTRY,5,60,83,9.55,9.55
2007,April,TAI,TACA INTERNATIONAL AIRLINES,6,66,91,9.51,9.51
2007,April,ABX,AIRBORNE EXPRESS,15,134,112,9.4,9.40
2007,April,DDA,D & D AVIATION,1,8,125,9.33,9.33
2007,April,DLH,LUFTHANSA,16,120,133,9.29,9.29
2007,April,JAL,JAPAN AIRLINES,47,156,301,8.39,8.39
2007,April,AAR,ASIANA AIRLINES,17,43,395,7.89,7.89
2007,April,FDX,FEDERAL EXPRESS,60,140,429,7.71,7.71
2007,April,NCA,NIPPON CARGO AIRLINES,40,86,465,7.51,7.51
2007,April,CLX,CARGOLUX,8,16,500,7.33,7.33
2007,April,SOO,SOUTHERN AIR,4,8,500,7.33,7.33
2007,April,CKK,CHINA CARGO AIRLINES,21,33,636,6.6,6.60
2007,April,KAL,KOREAN AIR,62,86,721,6.15,6.15
2007,April,SIA,SINGAPORE AIRLINES,90,119,756,5.96,5.96
2007,April,CAL,CHINA AIRLINES,88,109,807,5.68,5.68
2007,April,EVA,EVA AIRWAYS,91,104,875,5.32,5.32
2007,April,FKS,FOCUS AIR,12,12,1000,4.66,4.66
2007,April,CPA,CATHAY PACIFIC AIRWAYS,114,93,1226,3.45,3.45
2007,April,PAL,PHILIPPINE AIRLINES,95,70,1357,2.75,2.75
2007,April,QFA,QANTAS AIRWAYS,63,44,1432,2.35,2.35
2007,April,CKS,KALITTA AIR,58,31,1871,0,0.00
2007,May,EGF,AMERICAN AIRLINES EAGLE,1,350,3,9.98,9.98
2007,May,EJA,NETJETS AVIATION,2,626,3,9.98,9.98
2007,May,SKW,SKYWEST,25,6996,4,9.98,9.98
2007,May,ASQ,ATLANTIC SOUTHEAST AIRLINES,1,117,9,9.94,9.94
2007,May,USA,US AIRWAYS,4,403,10,9.93,9.93
2007,May,TRS,AIRTRAN AIRWAYS,2,137,15,9.9,9.90
2007,May,CCA,AIR CHINA,1,68,15,9.9,9.90
2007,May,ANZ,AIR NEW ZEALAND,1,63,16,9.9,9.90
2007,May,AFR,AIR FRANCE,1,62,16,9.89,9.89
2007,May,HAL,HAWAIIAN AIRLINES,1,62,16,9.89,9.89
2007,May,NKS,SPIRIT AIRLINES,1,62,16,9.89,9.89
2007,May,KLM,KLM ROYAL DUTCH AIRLINES,1,59,17,9.89,9.89
2007,May,QXE,HORIZON AIR,3,176,17,9.89,9.89
2007,May,AWE,US AIRWAYS,15,807,19,9.88,9.88
2007,May,ASA,ALASKA AIRLINES,30,1454,21,9.86,9.86
2007,May,FFT,FRONTIER AIRLINES,13,539,24,9.84,9.84
2007,May,UAL,UNITED AIRLINES,270,8997,30,9.8,9.80
2007,May,ACA,AIR CANADA,16,488,33,9.78,9.78
2007,May,JBU,JETBLUE,11,286,38,9.75,9.75
2007,May,DAL,DELTA AIRLINES,38,883,43,9.72,9.72
2007,May,COA,CONTINENTAL AIR LINES,40,862,46,9.7,9.70
2007,May,WWI,WORLDWIDE JET CHARTER,1,20,50,9.67,9.67
2007,May,NWA,NORTHWEST AIRLINES,46,819,56,9.63,9.63
2007,May,AAL,AMERICAN AIRLINES,121,2122,57,9.63,9.63
2007,May,MXA,MEXICANA,8,138,58,9.62,9.62
2007,May,FWK,FLIGHTWORKS,1,14,71,9.53,9.53
2007,May,TAI,TACA INTERNATIONAL AIRLINES,7,69,101,9.33,9.33
2007,May,DLH,LUFTHANSA,13,124,105,9.31,9.31
2007,May,SCX,SUN COUNTRY,7,62,113,9.26,9.26
2007,May,ABX,AIRBORNE EXPRESS,20,130,154,8.99,8.99
2007,May,AAR,ASIANA AIRLINES,8,43,186,8.78,8.78
2007,May,ASP,AIRSPRINT,2,8,250,8.36,8.36
2007,May,DHL,DHL,3,10,300,8.03,8.03
2007,May,JAL,JAPAN AIRLINES,68,156,436,7.14,7.14
2007,May,FDX,FEDERAL EXPRESS,71,156,455,7.01,7.01
2007,May,CLX,CARGOLUX,9,18,500,6.72,6.72
2007,May,NCA,NIPPON CARGO AIRLINES,40,76,526,6.55,6.55
2007,May,EVA,EVA AIRWAYS,85,114,746,5.11,5.11
2007,May,CAL,CHINA AIRLINES,88,114,772,4.93,4.93
2007,May,SIA,SINGAPORE AIRLINES,96,124,774,4.92,4.92
2007,May,CKK,CHINA CARGO AIRLINES,29,32,906,4.05,4.05
2007,May,PAL,PHILIPPINE AIRLINES,74,75,987,3.53,3.53
2007,May,SOO,SOUTHERN AIR,4,4,1000,3.44,3.44
2007,May,KAL,KOREAN AIR,102,95,1074,2.95,2.95
2007,May,CPA,CATHAY PACIFIC AIRWAYS,131,96,1365,1.05,1.05
2007,May,CKS,KALITTA AIR,75,51,1471,0.35,0.35
2007,May,QFA,QANTAS AIRWAYS,64,42,1524,0,0.00
2007,June,EJA,NETJETS AVIATION,3,592,5,9.97,9.97
2007,June,EGF,AMERICAN AIRLINES EAGLE,2,324,6,9.96,9.96
2007,June,SKW,SKYWEST,49,7256,7,9.96,9.96
2007,June,TRS,AIRTRAN AIRWAYS,2,226,9,9.94,9.94
2007,June,TAG,TAG AVIATION,1,107,9,9.94,9.94
2007,June,CCA,AIR CHINA,1,66,15,9.91,9.91
2007,June,MEP,MIDWEST AIRLINES,3,182,16,9.9,9.90
2007,June,ANA,ALL NIPPON AIRWAYS,1,60,17,9.9,9.90
2007,June,KLM,KLM ROYAL DUTCH AIRLINES,1,60,17,9.9,9.90
2007,June,QXE,HORIZON AIR,3,171,18,9.89,9.89
2007,June,FFT,FRONTIER AIRLINES,10,559,18,9.89,9.89
2007,June,KHA,KITTY HAWK AIRCARGO,1,45,22,9.86,9.86
2007,June,AWE,US AIRWAYS,18,808,22,9.86,9.86
2007,June,ACA,AIR CANADA,13,562,23,9.86,9.86
2007,June,USA,US AIRWAYS,12,508,24,9.85,9.85
2007,June,DAL,DELTA AIRLINES,29,970,30,9.81,9.81
2007,June,ANZ,AIR NEW ZEALAND,2,60,33,9.79,9.79
2007,June,BAW,BRITISH AIRWAYS,4,120,33,9.79,9.79
2007,June,UAL,UNITED AIRLINES,324,8859,37,9.77,9.77
2007,June,JBU,JETBLUE,11,300,37,9.77,9.77
2007,June,ASA,ALASKA AIRLINES,55,1492,37,9.77,9.77
2007,June,COA,CONTINENTAL AIR LINES,39,917,43,9.73,9.73
2007,June,AAL,AMERICAN AIRLINES,95,2010,47,9.7,9.70
2007,June,HAL,HAWAIIAN AIRLINES,3,61,49,9.69,9.69
2007,June,NWA,NORTHWEST AIRLINES,45,880,51,9.68,9.68
2007,June,MXA,MEXICANA,8,138,58,9.64,9.64
2007,June,ABX,AIRBORNE EXPRESS,7,84,83,9.48,9.48
2007,June,SCX,SUN COUNTRY,6,59,102,9.36,9.36
2007,June,TAI,TACA INTERNATIONAL AIRLINES,11,94,117,9.27,9.27
2007,June,DLH,LUFTHANSA,18,120,150,9.06,9.06
2007,June,AAR,ASIANA AIRLINES,8,42,190,8.81,8.81
2007,June,DHL,DHL,14,52,269,8.32,8.32
2007,June,JAL,JAPAN AIRLINES,53,156,340,7.88,7.88
2007,June,FDX,FEDERAL EXPRESS,59,151,391,7.56,7.56
2007,June,CKK,CHINA CARGO AIRLINES,12,26,462,7.12,7.12
2007,June,NCA,NIPPON CARGO AIRLINES,46,94,489,6.94,6.94
2007,June,CLX,CARGOLUX,13,18,722,5.49,5.49
2007,June,EVA,EVA AIRWAYS,96,122,787,5.08,5.08
2007,June,CAL,CHINA AIRLINES,97,117,829,4.82,4.82
2007,June,KAL,KOREAN AIR,75,86,872,4.55,4.55
2007,June,SIA,SINGAPORE AIRLINES,105,120,875,4.53,4.53
2007,June,AMT,AMERICAN TRANS AIR,2,2,1000,3.75,3.75
2007,June,SOO,SOUTHERN AIR,15,15,1000,3.75,3.75
2007,June,QFA,QANTAS AIRWAYS,66,60,1100,3.13,3.13
2007,June,CKS,KALITTA AIR,60,52,1157,2.77,2.77
2007,June,CPA,CATHAY PACIFIC AIRWAYS,127,95,1337,1.64,1.64
2007,June,PAL,PHILIPPINE AIRLINES,96,60,1600,0,0.00
2007,July,EGF,AMERICAN AIRLINES EAGLE,1,334,3,9.98,9.98
2007,July,EJA,NETJETS AVIATION,2,617,3,9.98,9.98
2007,July,SKW,SKYWEST,38,7390,5,9.96,9.96
