Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Rating
2006,1,EJA,Netjets aviation,1,637,2,9.99
2006,1,SKW,Skywest,15,6752,2,9.99
2006,1,USA,Us airways,2,388,5,9.97
2006,1,QXE,Horizon air,1,168,6,9.97
2006,1,DLH,Lufthansa,1,108,9,9.95
2006,1,FFT,Frontier airlines,3,289,10,9.95
2006,1,AWE,Us airways,10,731,14,9.93
2006,1,TRS,Airtran airways,1,67,15,9.92
2006,1,AFR,Air france,1,62,16,9.92
2006,1,HAL,Hawaiian airlines,1,62,16,9.92
2006,1,VIR,Virgin atlantic,1,62,16,9.92
2006,1,COA,Continental air lines,13,709,18,9.91
2006,1,ACA,Air canada,8,386,21,9.89
2006,1,ASA,Alaska airlines,30,1204,25,9.87
2006,1,DAL,Delta airlines,25,905,28,9.86
2006,1,TAI,Taca international airlines,3,94,32,9.84
2006,1,ANA,All nippon airways,2,62,32,9.84
2006,1,BAW,British airways,4,124,32,9.84
2006,1,AAL,American airlines,65,1986,33,9.83
2006,1,UAL,United airlines,305,8489,36,9.82
2006,1,NWA,Northwest airlines,22,605,36,9.81
2006,1,MXA,Mexicana,6,147,41,9.79
2006,1,DHL,Dhl,8,83,96,9.51
2006,1,ABX,Airborne express,10,93,108,9.45
2006,1,AMT,American trans air,35,270,130,9.34
2006,1,SCX,Sun country,8,59,136,9.31
2006,1,JAL,Japan airlines,21,136,154,9.21
2006,1,FDX,Federal express,27,142,190,9.03
2006,1,NCA,Nippon cargo airlines,21,85,247,8.74
2006,1,CCA,Air china,8,28,286,8.54
2006,1,AAR,Asiana airlines,19,55,345,8.24
2006,1,PAL,Philippine airlines,33,70,471,7.59
2006,1,CLX,Cargolux,8,14,571,7.08
2006,1,KAL,Korean air,66,110,600,6.94
2006,1,SIA,Singapore airlines,125,124,1008,4.86
2006,1,CKS,Kalitta air,24,22,1091,4.43
2006,1,TDX,Tradewinds international airlines,9,8,1125,4.26
2006,1,EVA,Eva airways,133,102,1304,3.35
2006,1,CAL,China airlines,152,110,1382,2.95
2006,1,CPA,Cathay pacific airways,154,92,1674,1.46
2006,1,CKK,China cargo airlines,49,25,1960,0.0
2006,2,SKW,Skywest,23,6222,4,9.98
2006,2,EJA,Netjets aviation,3,532,6,9.97
2006,2,EGF,American airlines eagle,2,269,7,9.96
2006,2,FFT,Frontier airlines,2,264,8,9.96
2006,2,BAW,British airways,1,111,9,9.95
2006,2,AWE,Us airways,7,655,11,9.94
2006,2,QXE,Horizon air,2,155,13,9.93
2006,2,ACA,Air canada,6,343,17,9.91
2006,2,COA,Continental air lines,11,627,18,9.91
2006,2,ANA,All nippon airways,1,56,18,9.9
2006,2,ASH,Mesa aviation services,1,56,18,9.9
2006,2,VIR,Virgin atlantic,1,56,18,9.9
2006,2,AFR,Air france,1,55,18,9.9
2006,2,TRS,Airtran airways,1,55,18,9.9
2006,2,KLM,Klm royal dutch airlines,1,52,19,9.9
2006,2,DLH,Lufthansa,2,96,21,9.89
2006,2,ASA,Alaska airlines,29,1096,26,9.86
2006,2,NWA,Northwest airlines,15,547,27,9.85
2006,2,USA,Us airways,10,364,27,9.85
2006,2,MXA,Mexicana,4,140,29,9.85
2006,2,AAL,American airlines,52,1736,30,9.84
2006,2,DAL,Delta airlines,30,877,34,9.82
2006,2,SCX,Sun country,2,57,35,9.81
2006,2,UAL,United airlines,317,7678,41,9.78
2006,2,DHL,Dhl,5,78,64,9.66
2006,2,CCA,Air china,2,28,71,9.62
2006,2,ELJ,Delta air elite business jets,1,10,100,9.46
2006,2,AMT,American trans air,30,223,135,9.28
2006,2,ABX,Airborne express,14,90,156,9.17
2006,2,TAI,Taca international airlines,11,65,169,9.09
2006,2,JAL,Japan airlines,23,132,174,9.06
2006,2,FDX,Federal express,35,136,257,8.62
2006,2,AAR,Asiana airlines,13,45,289,8.45
2006,2,NCA,Nippon cargo airlines,31,88,352,8.11
2006,2,KAL,Korean air,50,96,521,7.2
2006,2,PAL,Philippine airlines,36,64,563,6.98
2006,2,CLX,Cargolux,11,15,733,6.06
2006,2,CKS,Kalitta air,19,22,864,5.36
2006,2,CKK,China cargo airlines,16,18,889,5.23
2006,2,SIA,Singapore airlines,111,112,991,4.68
2006,2,EVA,Eva airways,121,96,1260,3.23
2006,2,TDX,Tradewinds international airlines,17,13,1308,2.98
2006,2,CAL,China airlines,138,100,1380,2.59
2006,2,CPA,Cathay pacific airways,149,80,1863,0.0
2006,3,SKW,Skywest,18,6930,3,9.98
2006,3,TAG,Tag aviation,1,123,8,9.93
2006,3,QXE,Horizon air,2,176,11,9.91
2006,3,AWE,Us airways,10,706,14,9.89
2006,3,USA,Us airways,6,419,14,9.89
2006,3,ASA,Alaska airlines,19,1225,16,9.88
2006,3,ACA,Air canada,7,434,16,9.87
2006,3,BAW,British airways,2,124,16,9.87
2006,3,KHA,Kitty hawk aircargo,1,55,18,9.85
2006,3,DHL,Dhl,1,44,23,9.82
2006,3,COA,Continental air lines,18,752,24,9.81
2006,3,DAL,Delta airlines,28,1035,27,9.78
2006,3,FFT,Frontier airlines,9,288,31,9.75
2006,3,MXA,Mexicana,5,152,33,9.74
2006,3,UAL,United airlines,290,8573,34,9.73
2006,3,NWA,Northwest airlines,24,614,39,9.69
2006,3,AAL,American airlines,93,1959,47,9.62
2006,3,SCX,Sun country,5,61,82,9.34
2006,3,DDA,D & d aviation,1,10,100,9.2
2006,3,JAL,Japan airlines,18,160,113,9.1
2006,3,TAI,Taca international airlines,9,69,130,8.96
2006,3,ABX,Airborne express,19,144,132,8.94
2006,3,AMT,American trans air,35,251,139,8.88
2006,3,FDX,Federal express,31,157,197,8.42
2006,3,NCA,Nippon cargo airlines,21,94,223,8.21
2006,3,AAR,Asiana airlines,13,50,260,7.92
2006,3,CLX,Cargolux,6,20,300,7.6
2006,3,CKK,China cargo airlines,13,38,342,7.26
2006,3,PAL,Philippine airlines,29,72,403,6.78
2006,3,KAL,Korean air,52,105,495,6.04
2006,3,CCP,Champion air,3,6,500,6.0
2006,3,CKS,Kalitta air,19,28,679,4.57
2006,3,SIA,Singapore airlines,92,124,742,4.06
2006,3,TDX,Tradewinds international airlines,9,12,750,4.0
2006,3,EVA,Eva airways,96,105,914,2.69
2006,3,CAL,China airlines,108,118,915,2.68
2006,3,CPA,Cathay pacific airways,120,96,1250,0.0
2006,3,QFA,Qantas airways,5,4,1250,0.0
2006,4,SKW,Skywest,12,6663,2,9.99
2006,4,EGF,American airlines eagle,1,279,4,9.98
2006,4,BAW,British airways,1,120,8,9.96
2006,4,AWE,Us airways,6,695,9,9.96
2006,4,TAG,Tag aviation,1,110,9,9.95
2006,4,LXJ,Flexjet,1,94,11,9.94
2006,4,ACA,Air canada,5,422,12,9.94
2006,4,TRS,Airtran airways,2,120,17,9.91
2006,4,ANA,All nippon airways,1,60,17,9.91
2006,4,KLM,Klm royal dutch airlines,1,60,17,9.91
2006,4,MEP,Midwest airlines,1,60,17,9.91
2006,4,USA,Us airways,7,400,18,9.91
2006,4,FFT,Frontier airlines,5,285,18,9.91
2006,4,ASA,Alaska airlines,21,1171,18,9.91
2006,4,MXA,Mexicana,4,148,27,9.86
2006,4,COA,Continental air lines,20,723,28,9.86
2006,4,AAL,American airlines,70,2143,33,9.83
2006,4,UAL,United airlines,294,8536,34,9.82
2006,4,AFR,Air france,2,58,34,9.82
2006,4,NWA,Northwest airlines,23,651,35,9.82
2006,4,DAL,Delta airlines,41,1053,39,9.8
2006,4,ABX,Airborne express,13,134,97,9.5
2006,4,SCX,Sun country,7,58,121,9.37
2006,4,AMT,American trans air,28,208,135,9.3
2006,4,JAL,Japan airlines,24,142,169,9.12
2006,4,TAI,Taca international airlines,13,68,191,9.01
2006,4,DLH,Lufthansa,23,119,193,8.99
2006,4,DHL,Dhl,8,39,205,8.93
2006,4,OAE,Omni air express,1,4,250,8.7
2006,4,FDX,Federal express,40,149,268,8.6
2006,4,NCA,Nippon cargo airlines,25,80,313,8.37
2006,4,AAR,Asiana airlines,25,52,481,7.5
2006,4,CLX,Cargolux,8,16,500,7.4
2006,4,DDA,D & d aviation,3,6,500,7.4
2006,4,JUS,Usa jet airlines,1,2,500,7.4
2006,4,KAL,Korean air,61,104,587,6.95
2006,4,CKS,Kalitta air,19,28,679,6.47
2006,4,CAL,China airlines,103,113,912,5.26
2006,4,CKK,China cargo airlines,34,36,944,5.09
2006,4,SIA,Singapore airlines,115,120,958,5.02
2006,4,EVA,Eva airways,98,96,1021,4.69
2006,4,TDX,Tradewinds international airlines,14,11,1273,3.38
2006,4,PAL,Philippine airlines,112,74,1514,2.13
2006,4,CPA,Cathay pacific airways,146,85,1718,1.07
2006,4,QFA,Qantas airways,50,26,1923,-0.0
2006,5,EJA,Netjets aviation,1,531,2,9.99
2006,5,SKW,Skywest,24,6989,3,9.98
2006,5,TRS,Airtran airways,1,124,8,9.96
2006,5,OPT,Flight options,1,122,8,9.96
2006,5,LXJ,Flexjet,1,89,11,9.95
2006,5,ACA,Air canada,7,479,15,9.93
2006,5,AFR,Air france,1,62,16,9.93
2006,5,FFT,Frontier airlines,5,351,14,9.93
2006,5,KLM,Klm royal dutch airlines,1,62,16,9.93
2006,5,ASH,Mesa aviation services,1,68,15,9.93
2006,5,USA,Us airways,9,565,16,9.93
2006,5,FIV,Citationshares,1,56,18,9.92
2006,5,AWE,Us airways,12,739,16,9.92
2006,5,TWY,Sunset aviation,1,46,22,9.9
2006,5,CCA,Air china,1,42,24,9.89
2006,5,ASA,Alaska airlines,32,1174,27,9.87
2006,5,DAL,Delta airlines,32,1048,31,9.86
2006,5,COA,Continental air lines,25,747,33,9.84
2006,5,QXE,Horizon air,6,175,34,9.84
2006,5,NWA,Northwest airlines,25,699,36,9.83
2006,5,UAL,United airlines,318,8706,37,9.83
2006,5,MXA,Mexicana,6,151,40,9.82
2006,5,AAL,American airlines,117,2257,52,9.76
2006,5,KHA,Kitty hawk aircargo,4,63,63,9.71
2006,5,EJM,Executive jet management,2,29,69,9.68
2006,5,NKS,Spirit airlines,1,14,71,9.67
2006,5,SCX,Sun country,5,64,78,9.64
2006,5,ABX,Airborne express,13,140,93,9.57
2006,5,TAI,Taca international airlines,7,68,103,9.52
2006,5,DLH,Lufthansa,24,124,194,9.1
2006,5,CLY,Clay lacy aviation,1,4,250,8.84
2006,5,DHL,Dhl,11,41,268,8.75
2006,5,JAL,Japan airlines,51,152,336,8.44
2006,5,FDX,Federal express,51,151,338,8.43
2006,5,NCA,Nippon cargo airlines,34,80,425,8.03
2006,5,AJI,Ameristar jet charter,1,2,500,7.68
2006,5,DDA,D & d aviation,3,6,500,7.68
2006,5,SOO,Southern air,1,2,500,7.68
2006,5,CLX,Cargolux,10,18,556,7.42
2006,5,ICE,Icelandair,7,9,778,6.39
2006,5,KAL,Korean air,107,114,939,5.64
2006,5,AAR,Asiana airlines,61,59,1034,5.2
2006,5,CKS,Kalitta air,26,24,1083,4.97
2006,5,TDX,Tradewinds international airlines,8,6,1333,3.81
2006,5,EVA,Eva airways,141,101,1396,3.52
2006,5,SIA,Singapore airlines,175,124,1411,3.45
2006,5,CAL,China airlines,171,117,1462,3.21
2006,5,CKK,China cargo airlines,62,41,1512,2.98
2006,5,CPA,Cathay pacific airways,182,94,1936,1.01
2006,5,PAL,Philippine airlines,152,77,1974,0.84
2006,5,QFA,Qantas airways,56,26,2154,0.0
2006,6,EGF,American airlines eagle,1,269,4,9.99
2006,6,SKW,Skywest,16,6412,2,9.99
2006,6,EJA,Netjets aviation,3,485,6,9.98
2006,6,QXE,Horizon air,2,164,12,9.95
2006,6,USA,Us airways,7,554,13,9.95
2006,6,AWE,Us airways,9,672,13,9.95
2006,6,ACA,Air canada,8,531,15,9.94
2006,6,AAL,American airlines,31,2086,15,9.94
2006,6,ASA,Alaska airlines,20,1074,19,9.93
2006,6,ANA,All nippon airways,1,56,18,9.93
2006,6,TWY,Sunset aviation,1,42,24,9.91
2006,6,BAW,British airways,3,115,26,9.9
2006,6,MXA,Mexicana,4,147,27,9.9
2006,6,COA,Continental air lines,24,846,28,9.89
2006,6,DAL,Delta airlines,29,988,29,9.89
2006,6,FFT,Frontier airlines,11,336,33,9.88
2006,6,AFR,Air france,2,56,36,9.87
2006,6,TRS,Airtran airways,7,158,44,9.84
2006,6,UAL,United airlines,357,8365,43,9.84
2006,6,NWA,Northwest airlines,40,828,48,9.82
2006,6,TAI,Taca international airlines,4,74,54,9.8
2006,6,ABX,Airborne express,12,131,92,9.66
2006,6,SCX,Sun country,6,58,103,9.62
2006,6,DLH,Lufthansa,17,115,148,9.45
2006,6,ANZ,Air new zealand,15,57,263,9.03
2006,6,DHL,Dhl,12,42,286,8.94
2006,6,NCA,Nippon cargo airlines,31,86,360,8.66
2006,6,JAL,Japan airlines,59,154,383,8.58
2006,6,FDX,Federal express,62,147,422,8.44
2006,6,ICE,Icelandair,16,33,485,8.2
2006,6,JUS,Usa jet airlines,1,2,500,8.15
2006,6,AAR,Asiana airlines,32,52,615,7.72
2006,6,CLX,Cargolux,11,17,647,7.6
2006,6,KAL,Korean air,130,109,1193,5.58
2006,6,CKK,China cargo airlines,42,34,1235,5.42
2006,6,SIA,Singapore airlines,155,115,1348,5.01
2006,6,EVA,Eva airways,145,104,1394,4.84
2006,6,QFA,Qantas airways,58,40,1450,4.63
2006,6,CKS,Kalitta air,36,24,1500,4.44
2006,6,CAL,China airlines,184,114,1614,4.02
2006,6,PAL,Philippine airlines,128,65,1969,2.71
2006,6,SOO,Southern air,4,2,2000,2.59
2006,6,CPA,Cathay pacific airways,179,79,2266,1.61
2006,6,TDX,Tradewinds international airlines,54,20,2700,0.0
2006,8,EJA,Netjets aviation,1,625,2,9.99
2006,8,SKW,Skywest,16,7091,2,9.99
2006,8,ACA,Air canada,3,682,4,9.98
2006,8,EGF,American airlines eagle,2,290,7,9.97
2006,8,MEP,Midwest airlines,1,124,8,9.97
2006,8,USA,Us airways,5,604,8,9.97
2006,8,AAL,American airlines,29,2258,13,9.95
2006,8,FFT,Frontier airlines,8,584,14,9.95
2006,8,AWE,Us airways,12,765,16,9.94
2006,8,ANA,All nippon airways,1,63,16,9.94
2006,8,SCX,Sun country,1,63,16,9.94
2006,8,ASA,Alaska airlines,19,1167,16,9.93
2006,8,MXA,Mexicana,3,150,20,9.92
2006,8,TRS,Airtran airways,5,231,22,9.91
2006,8,COA,Continental air lines,24,963,25,9.9
2006,8,DAL,Delta airlines,31,1013,31,9.88
2006,8,NWA,Northwest airlines,32,878,36,9.85
2006,8,KHA,Kitty hawk aircargo,2,54,37,9.85
2006,8,UAL,United airlines,356,9442,38,9.85
2006,8,TAI,Taca international airlines,5,91,55,9.78
2006,8,CCA,Air china,3,44,68,9.73
2006,8,ANZ,Air new zealand,5,62,81,9.68
2006,8,VIR,Virgin atlantic,5,62,81,9.68
2006,8,BAW,British airways,10,118,85,9.66
2006,8,DLH,Lufthansa,13,124,105,9.58
2006,8,ABX,Airborne express,28,194,144,9.42
2006,8,ICE,Icelandair,5,34,147,9.41
2006,8,CLX,Cargolux,3,18,167,9.33
2006,8,FWK,Flightworks,1,5,200,9.2
2006,8,JAL,Japan airlines,35,149,235,9.06
2006,8,AAR,Asiana airlines,12,46,261,8.96
2006,8,NCA,Nippon cargo airlines,20,70,286,8.86
2006,8,FDX,Federal express,59,154,383,8.47
2006,8,CKK,China cargo airlines,11,28,393,8.43
2006,8,KAL,Korean air,51,115,443,8.23
2006,8,CKS,Kalitta air,23,26,885,6.46
2006,8,CAL,China airlines,119,114,1044,5.82
2006,8,EVA,Eva airways,121,114,1061,5.75
2006,8,SIA,Singapore airlines,148,123,1203,5.19
2006,8,QFA,Qantas airways,51,38,1342,4.63
2006,8,PAL,Philippine airlines,124,72,1722,3.11
2006,8,CPA,Cathay pacific airways,159,91,1747,3.01
2006,8,TDX,Tradewinds international airlines,36,17,2118,1.53
2006,8,POT,Polet airlines cargo,5,2,2500,0.0
2006,9,SKW,Skywest,10,6526,2,9.99
2006,9,EJA,Netjets aviation,1,622,2,9.99
2006,9,USA,Us airways,5,575,9,9.96
2006,9,BAW,British airways,1,114,9,9.96
2006,9,ACA,Air canada,4,454,9,9.96
2006,9,TRS,Airtran airways,2,186,11,9.96
2006,9,AWE,Us airways,11,685,16,9.93
2006,9,ASA,Alaska airlines,19,1057,18,9.93
2006,9,COA,Continental air lines,14,774,18,9.93
2006,9,KHA,Kitty hawk aircargo,1,43,23,9.9
2006,9,FFT,Frontier airlines,13,527,25,9.9
2006,9,AAL,American airlines,56,2043,27,9.89
2006,9,UAL,United airlines,263,8474,31,9.87
2006,9,ANZ,Air new zealand,2,59,34,9.86
2006,9,DAL,Delta airlines,26,767,34,9.86
2006,9,NWA,Northwest airlines,26,716,36,9.85
2006,9,DLH,Lufthansa,11,117,94,9.61
2006,9,SCX,Sun country,6,59,102,9.58
2006,9,CLX,Cargolux,2,18,111,9.54
2006,9,ICE,Icelandair,3,17,176,9.27
2006,9,TAI,Taca international airlines,9,48,188,9.23
2006,9,ABX,Airborne express,34,169,201,9.17
2006,9,JAL,Japan airlines,35,149,235,9.03
2006,9,NCA,Nippon cargo airlines,27,85,318,8.69
2006,9,FDX,Federal express,55,140,393,8.38
2006,9,AAR,Asiana airlines,20,46,435,8.21
2006,9,SOO,Southern air,1,2,500,7.94
2006,9,KAL,Korean air,57,89,640,7.36
2006,9,CAL,China airlines,78,106,736,6.97
2006,9,EVA,Eva airways,98,101,970,6.01
2006,9,CKK,China cargo airlines,27,25,1080,5.55
2006,9,SIA,Singapore airlines,128,115,1113,5.42
2006,9,CKS,Kalitta air,27,24,1125,5.37
2006,9,CPA,Cathay pacific airways,121,84,1440,4.07
2006,9,PAL,Philippine airlines,96,58,1655,3.19
2006,9,QFA,Qantas airways,51,26,1962,1.92
2006,9,TDX,Tradewinds international airlines,34,14,2429,0.0
2006,10,SKW,Skywest,12,6871,2,9.99
2006,10,EGF,American airlines eagle,1,289,3,9.98
2006,10,OPT,Flight options,1,213,5,9.98
2006,10,TRS,Airtran airways,1,170,6,9.97
2006,10,USA,Us airways,5,594,8,9.96
2006,10,COA,Continental air lines,11,784,14,9.94
2006,10,ANA,All nippon airways,1,62,16,9.93
2006,10,BAW,British airways,2,122,16,9.93
2006,10,ACA,Air canada,7,420,17,9.92
2006,10,NKS,Spirit airlines,1,60,17,9.92
2006,10,ASQ,Atlantic southeast airlines,1,59,17,9.92
2006,10,ASA,Alaska airlines,22,1124,20,9.91
2006,10,AWE,Us airways,15,714,21,9.9
2006,10,DAL,Delta airlines,16,749,21,9.9
2006,10,NWA,Northwest airlines,22,725,30,9.86
2006,10,ANZ,Air new zealand,2,58,34,9.84
2006,10,FFT,Frontier airlines,20,565,35,9.84
2006,10,UAL,United airlines,314,8780,36,9.84
2006,10,AAL,American airlines,81,2124,38,9.83
2006,10,CCA,Air china,2,44,45,9.79
2006,10,KHA,Kitty hawk aircargo,3,42,71,9.67
2006,10,DLH,Lufthansa,9,122,74,9.66
2006,10,WWI,Worldwide jet charter,1,10,100,9.54
2006,10,SCX,Sun country,6,59,102,9.54
2006,10,CLX,Cargolux,2,16,125,9.43
2006,10,TAI,Taca international airlines,8,50,160,9.27
2006,10,ABX,Airborne express,32,153,209,9.05
2006,10,JAL,Japan airlines,37,150,247,8.87
2006,10,AAR,Asiana airlines,14,44,318,8.55
2006,10,NCA,Nippon cargo airlines,29,91,319,8.55
2006,10,FDX,Federal express,62,144,431,8.04
2006,10,GTI,Atlas air,1,2,500,7.72
2006,10,KAL,Korean air,46,92,500,7.72
2006,10,CKK,China cargo airlines,27,37,730,6.67
2006,10,CKS,Kalitta air,30,30,1000,5.44
2006,10,EVA,Eva airways,110,105,1048,5.22
2006,10,CAL,China airlines,120,109,1101,4.98
2006,10,SIA,Singapore airlines,146,120,1217,4.45
2006,10,TDX,Tradewinds international airlines,15,11,1364,3.78
2006,10,CPA,Cathay pacific airways,142,89,1596,2.72
2006,10,PAL,Philippine airlines,117,65,1800,1.79
2006,10,SOO,Southern air,4,2,2000,0.88
2006,10,QFA,Qantas airways,57,26,2192,-0.0
2006,11,EJA,Netjets aviation,1,611,2,9.99
2006,11,SKW,Skywest,11,6479,2,9.99
2006,11,EGF,American airlines eagle,1,222,5,9.98
2006,11,USA,Us airways,3,518,6,9.97
2006,11,QXE,Horizon air,1,165,6,9.97
2006,11,MXA,Mexicana,1,141,7,9.96
2006,11,ASA,Alaska airlines,21,1441,15,9.92
2006,11,FFT,Frontier airlines,9,548,16,9.91
2006,11,COA,Continental air lines,12,728,16,9.91
2006,11,NKS,Spirit airlines,1,60,17,9.91
2006,11,ACA,Air canada,7,396,18,9.9
2006,11,DAL,Delta airlines,14,739,19,9.9
2006,11,KHA,Kitty hawk aircargo,1,49,20,9.89
2006,11,TWY,Sunset aviation,1,49,20,9.89
2006,11,TRS,Airtran airways,3,120,25,9.86
2006,11,NWA,Northwest airlines,18,658,27,9.85
2006,11,AAL,American airlines,56,2046,27,9.85
2006,11,AWE,Us airways,20,704,28,9.85
2006,11,UAL,United airlines,275,8645,32,9.83
2006,11,HAL,Hawaiian airlines,2,62,32,9.83
2006,11,BAW,British airways,6,116,52,9.72
2006,11,SCX,Sun country,4,62,65,9.65
2006,11,PRD,Presidential aviation,1,14,71,9.61
2006,11,DLH,Lufthansa,11,120,92,9.5
2006,11,ABX,Airborne express,14,152,92,9.5
2006,11,TAI,Taca international airlines,7,65,108,9.42
2006,11,TDX,Tradewinds international airlines,6,25,240,8.7
2006,11,JAL,Japan airlines,38,156,244,8.68
2006,11,KAL,Korean air,25,90,278,8.5
2006,11,WDR,Air net private charter,2,7,286,8.45
2006,11,FDX,Federal express,49,147,333,8.19
2006,11,NCA,Nippon cargo airlines,33,87,379,7.95
2006,11,CLX,Cargolux,10,18,556,6.99
2006,11,PAL,Philippine airlines,52,68,765,5.86
2006,11,CKS,Kalitta air,30,34,882,5.22
2006,11,CKK,China cargo airlines,33,34,971,4.74
2006,11,EVA,Eva airways,113,102,1108,4.0
2006,11,SIA,Singapore airlines,137,120,1142,3.82
2006,11,CAL,China airlines,144,114,1263,3.16
2006,11,CPA,Cathay pacific airways,156,91,1714,0.71
2006,11,QFA,Qantas airways,48,26,1846,-0.0
2006,12,EJA,Netjets aviation,1,452,2,9.98
2006,12,SKW,Skywest,46,6771,7,9.94
2006,12,EGF,American airlines eagle,2,232,9,9.93
2006,12,AFR,Air france,1,62,16,9.87
2006,12,MEP,Midwest airlines,1,62,16,9.87
2006,12,ANZ,Air new zealand,1,60,17,9.86
2006,12,ASA,Alaska airlines,29,1479,20,9.84
2006,12,MXA,Mexicana,3,140,21,9.82
2006,12,USA,Us airways,12,515,23,9.81
2006,12,FFT,Frontier airlines,15,578,26,9.79
2006,12,ACA,Air canada,12,427,28,9.77
2006,12,QXE,Horizon air,5,166,30,9.75
2006,12,AWE,Us airways,22,719,31,9.75
2006,12,UAL,United airlines,277,8735,32,9.74
2006,12,HAL,Hawaiian airlines,2,63,32,9.74
2006,12,TRS,Airtran airways,4,124,32,9.73
2006,12,DAL,Delta airlines,24,709,34,9.72
2006,12,KHA,Kitty hawk aircargo,3,84,36,9.71
2006,12,COA,Continental air lines,31,813,38,9.69
2006,12,BAW,British airways,5,118,42,9.65
2006,12,NWA,Northwest airlines,30,705,43,9.65
2006,12,CCA,Air china,2,45,44,9.63
2006,12,SCX,Sun country,4,71,56,9.54
2006,12,AAL,American airlines,124,2086,59,9.51
2006,12,EJM,Executive jet management,2,28,71,9.41
2006,12,DLH,Lufthansa,13,122,107,9.12
2006,12,EIA,Evergreen international airlines,6,48,125,8.97
2006,12,WJA,Westjet airlines,1,8,125,8.97
2006,12,AAR,Asiana airlines,6,42,143,8.82
2006,12,DDA,D & d aviation,1,7,143,8.82
2006,12,TAI,Taca international airlines,14,97,144,8.81
2006,12,ABX,Airborne express,28,149,188,8.45
2006,12,JAL,Japan airlines,33,151,219,8.2
2006,12,TDX,Tradewinds international airlines,12,51,235,8.06
2006,12,HKI,Hawkaire,1,4,250,7.94
2006,12,KAL,Korean air,26,98,265,7.81
2006,12,FDX,Federal express,41,150,273,7.75
2006,12,CTT,Custom air transport,2,6,333,7.25
2006,12,CLX,Cargolux,6,16,375,6.91
2006,12,NCA,Nippon cargo airlines,33,81,407,6.64
2006,12,JUS,Usa jet airlines,1,2,500,5.88
2006,12,CKK,China cargo airlines,22,42,524,5.68
2006,12,CKS,Kalitta air,22,41,537,5.58
2006,12,QFA,Qantas airways,40,56,714,4.11
2006,12,EVA,Eva airways,87,106,821,3.23
2006,12,SIA,Singapore airlines,102,124,823,3.22
2006,12,CAL,China airlines,102,120,850,2.99
2006,12,CPA,Cathay pacific airways,114,94,1213,0.0
2006,7,EGF,American airlines eagle,1,275,4,9.99
2006,7,SKW,Skywest,14,6634,2,9.99
2006,7,OPT,Flight options,1,191,5,9.98
2006,7,LXJ,Flexjet,1,116,9,9.97
2006,7,ASA,Alaska airlines,10,1115,9,9.96
2006,7,QXE,Horizon air,2,167,12,9.95
2006,7,MXA,Mexicana,2,144,14,9.94
2006,7,USA,Us airways,8,574,14,9.94
2006,7,ACA,Air canada,12,648,19,9.93
2006,7,AAL,American airlines,36,2173,17,9.93
2006,7,HAL,Hawaiian airlines,1,58,17,9.93
2006,7,SCX,Sun country,1,57,18,9.93
2006,7,DAL,Delta airlines,22,973,23,9.91
2006,7,FFT,Frontier airlines,13,562,23,9.91
2006,7,AWE,Us airways,16,743,22,9.91
2006,7,BAW,British airways,3,121,25,9.9
2006,7,COA,Continental air lines,23,912,25,9.9
2006,7,TRS,Airtran airways,5,177,28,9.89
2006,7,NWA,Northwest airlines,26,893,29,9.88
2006,7,UAL,United airlines,323,8745,37,9.85
2006,7,CCA,Air china,2,42,48,9.81
2006,7,AFR,Air france,3,61,49,9.8
2006,7,KLM,Klm royal dutch airlines,3,56,54,9.79
2006,7,NKS,Spirit airlines,3,58,52,9.79
2006,7,VIR,Virgin atlantic,4,60,67,9.73
2006,7,TAI,Taca international airlines,7,85,82,9.67
2006,7,ANZ,Air new zealand,5,59,85,9.66
2006,7,DLH,Lufthansa,14,118,119,9.53
2006,7,ABX,Airborne express,23,167,138,9.45
2006,7,ICE,Icelandair,6,34,176,9.29
2006,7,AAR,Asiana airlines,9,44,205,9.18
2006,7,JAL,Japan airlines,32,153,209,9.16
2006,7,NCA,Nippon cargo airlines,21,74,284,8.86
2006,7,FDX,Federal express,44,135,326,8.7
2006,7,CLX,Cargolux,7,15,467,8.13
2006,7,EIA,Evergreen international airlines,1,2,500,8.0
2006,7,KAL,Korean air,63,109,578,7.69
2006,7,CKK,China cargo airlines,24,29,828,6.69
2006,7,QFA,Qantas airways,55,50,1100,5.6
2006,7,EVA,Eva airways,135,109,1239,5.05
2006,7,CAL,China airlines,147,115,1278,4.89
2006,7,SIA,Singapore airlines,158,119,1328,4.69
2006,7,CKS,Kalitta air,37,27,1370,4.52
2006,7,PAL,Philippine airlines,122,65,1877,2.49
2006,7,CPA,Cathay pacific airways,177,87,2034,1.86
2006,7,TDX,Tradewinds international airlines,30,12,2500,0.0
2007,1,SKW,Skywest,13,6986,2,9.99
2007,1,EGF,American airlines eagle,1,240,4,9.97
2007,1,QXE,Horizon air,1,171,6,9.96
2007,1,ASA,Alaska airlines,17,1497,11,9.92
2007,1,ASQ,Atlantic southeast airlines,2,176,11,9.92
2007,1,USA,Us airways,5,438,11,9.92
2007,1,AWE,Us airways,9,721,12,9.91
2007,1,FFT,Frontier airlines,8,637,13,9.91
2007,1,MXA,Mexicana,2,135,15,9.9
2007,1,ACA,Air canada,7,413,17,9.88
2007,1,BAW,British airways,3,124,24,9.83
