Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Rating
2016,8,AMX,Aeromexico,31,192,161,9.42
2016,8,EAL,Eastern airlines,1,6,167,9.4
2016,8,CCA,Air china,17,96,177,9.37
2016,8,FDX,Federal express,20,90,222,9.21
2016,8,SIA,Singapore airlines,29,124,234,9.16
2016,8,CAL,China airlines,27,105,257,9.08
2016,8,CMP,Copa airlines,16,62,258,9.08
2016,8,GTI,Atlas air,26,93,280,9.0
2016,8,AAR,Asiana airlines,22,72,306,8.91
2016,8,AIC,Air india,8,25,320,8.86
2016,8,JAL,Japan airlines,23,62,371,8.68
2016,8,EVA,Eva airways,68,140,486,8.27
2016,8,CPA,Cathay pacific airways,72,144,500,8.21
2016,8,ANZ,Air new zealand,28,53,528,8.11
2016,8,FJI,Fiji airways,5,8,625,7.77
2016,8,KAL,Korean air,81,124,653,7.67
2016,8,PAL,Philippine airlines,67,88,761,7.28
2016,8,PAC,Polar air cargo,45,19,2368,1.54
2016,8,QFA,Qantas airways,123,51,2412,1.39
2016,8,CKS,Kalitta air,70,25,2800,0.0
2016,9,SKW,Skywest,29,6303,5,9.98
2016,9,ACA,Air canada,5,669,7,9.97
2016,9,DLH,Lufthansa,1,119,8,9.96
2016,9,BAW,British airways,1,118,8,9.96
2016,9,KLM,Royal dutch airlines,1,74,14,9.94
2016,9,CPZ,Compass airlines,13,948,14,9.94
2016,9,DAL,Delta airlines,28,1973,14,9.94
2016,9,VRD,Virgin america,51,3434,15,9.94
2016,9,CES,China eastern,1,62,16,9.93
2016,9,SWA,Southwest airlines,60,2735,22,9.91
2016,9,FFT,Frontier airlines,11,483,23,9.9
2016,9,VOI,Volaris,3,110,27,9.88
2016,9,AAL,American airlines,81,2661,30,9.87
2016,9,ANA,All nippon airways,2,59,34,9.85
2016,9,UAL,United airlines,385,10915,35,9.85
2016,9,ASA,Alaska airlines,37,1033,36,9.85
2016,9,JBU,Jetblue,39,964,40,9.83
2016,9,WJA,Westjet airlines,6,120,50,9.79
2016,9,ETD,Etihad airways,4,61,66,9.72
2016,9,TAI,Taca international airlines,7,83,84,9.64
2016,9,AMX,Aeromexico,16,171,94,9.6
2016,9,HAL,Hawaiian airlines,13,117,111,9.52
2016,9,FDX,Federal express,11,84,131,9.44
2016,9,CCA,Air china,13,94,138,9.41
2016,9,CMP,Copa airlines,10,61,164,9.3
2016,9,GTI,Atlas air,19,88,216,9.07
2016,9,SIA,Singapore airlines,28,118,237,8.98
2016,9,NCA,Nippon cargo airlines,13,52,250,8.93
2016,9,CAL,China airlines,32,100,320,8.63
2016,9,JAL,Japan airlines,20,60,333,8.57
2016,9,CPA,Cathay pacific airways,47,135,348,8.51
2016,9,ANZ,Air new zealand,23,60,383,8.36
2016,9,AIC,Air india,10,25,400,8.29
2016,9,EVA,Eva airways,54,124,435,8.13
2016,9,PAL,Philippine airlines,38,60,633,7.29
2016,9,KAL,Korean air,84,119,706,6.97
2016,9,AAR,Asiana airlines,92,108,852,6.35
2016,9,PAC,Polar air cargo,2,2,1000,5.71
2016,9,CKS,Kalitta air,8,6,1333,4.29
2016,9,QFA,Qantas airways,119,51,2333,-0.0
2016,10,SKW,Skywest,43,5842,7,9.98
2016,10,KLM,Royal dutch airlines,1,72,14,9.95
2016,10,CSN,China eastern,1,62,16,9.95
2016,10,CPZ,Compass airlines,18,722,25,9.92
2016,10,SWA,Southwest airlines,77,2749,28,9.91
2016,10,VRD,Virgin america,98,3480,28,9.91
2016,10,DAL,Delta airlines,63,2209,29,9.91
2016,10,ETD,Etihad airways,2,62,32,9.89
2016,10,FFT,Frontier airlines,16,482,33,9.89
2016,10,JBU,Jetblue,37,958,39,9.87
2016,10,ASA,Alaska airlines,47,1037,45,9.85
2016,10,WOW,Wow air,2,42,48,9.84
2016,10,ANZ,Air new zealand,3,62,48,9.84
2016,10,BAW,British airways,6,124,48,9.84
2016,10,DLH,Lufthansa,6,124,48,9.84
2016,10,ACA,Air canada,36,721,50,9.84
2016,10,UAL,United airlines,590,11260,52,9.83
2016,10,AAL,American airlines,146,2718,54,9.82
2016,10,WJA,Westjet airlines,7,89,79,9.74
2016,10,CCA,Air china,12,98,122,9.6
2016,10,FDX,Federal express,12,85,141,9.54
2016,10,CMP,Copa airlines,10,62,161,9.47
2016,10,AMX,Aeromexico,29,176,165,9.46
2016,10,NCA,Nippon cargo airlines,7,41,171,9.44
2016,10,HAL,Hawaiian airlines,24,124,194,9.37
2016,10,TAI,Taca international airlines,19,89,213,9.3
2016,10,GTI,Atlas air,19,88,216,9.29
2016,10,AIC,Air india,8,26,308,8.99
2016,10,SIA,Singapore airlines,42,124,339,8.89
2016,10,CKS,Kalitta air,3,8,375,8.77
2016,10,JAL,Japan airlines,30,63,476,8.44
2016,10,EVA,Eva airways,67,134,500,8.36
2016,10,CPA,Cathay pacific airways,75,144,521,8.3
2016,10,CAL,China airlines,65,110,591,8.07
2016,10,KAL,Korean air,85,122,697,7.72
2016,10,AAR,Asiana airlines,114,114,1000,6.73
2016,10,PAL,Philippine airlines,63,62,1016,6.67
2016,10,QFA,Qantas airways,165,54,3056,0.0
2016,11,SKW,Skywest,24,6147,4,9.99
2016,11,SCX,Sun country,1,118,8,9.97
2016,11,CES,China eastern,1,86,12,9.96
2016,11,DAL,Delta airlines,28,1952,14,9.95
2016,11,CPZ,Compass airlines,11,683,16,9.94
2016,11,VRD,Virgin america,64,3577,18,9.94
2016,11,DLH,Lufthansa,2,111,18,9.94
2016,11,ACA,Air canada,12,477,25,9.91
2016,11,SWA,Southwest airlines,71,2712,26,9.91
2016,11,FFT,Frontier airlines,9,331,27,9.91
2016,11,ASA,Alaska airlines,31,996,31,9.89
2016,11,JBU,Jetblue,30,947,32,9.89
2016,11,SWR,Swiss international airlines,2,58,34,9.88
2016,11,BAW,British airways,4,115,35,9.88
2016,11,AAL,American airlines,112,2619,43,9.85
2016,11,UAL,United airlines,528,10361,51,9.82
2016,11,FDX,Federal express,11,84,131,9.55
2016,11,CKS,Kalitta air,1,7,143,9.5
2016,11,CCA,Air china,13,86,151,9.48
2016,11,HAL,Hawaiian airlines,20,120,167,9.42
2016,11,AMX,Aeromexico,34,188,181,9.37
2016,11,CMP,Copa airlines,27,118,229,9.21
2016,11,GTI,Atlas air,21,90,233,9.19
2016,11,TAI,Taca international airlines,22,86,256,9.11
2016,11,NCA,Nippon cargo airlines,14,52,269,9.07
2016,11,ETD,Etihad airways,18,59,305,8.94
2016,11,SIA,Singapore airlines,47,119,395,8.63
2016,11,AIC,Air india,14,34,412,8.57
2016,11,CAL,China airlines,45,102,441,8.47
2016,11,EVA,Eva airways,61,124,492,8.29
2016,11,ABX,Airborne express,1,2,500,8.26
2016,11,PAL,Philippine airlines,34,60,567,8.03
2016,11,KAL,Korean air,73,120,608,7.89
2016,11,CPA,Cathay pacific airways,85,137,620,7.85
2016,11,AAR,Asiana airlines,121,109,1110,6.15
2016,11,QFA,Qantas airways,121,42,2881,0.0
2016,12,SKW,Skywest,32,6236,5,9.98
2016,12,DLH,Lufthansa,1,114,9,9.96
2016,12,CES,China eastern,1,90,11,9.95
2016,12,CSN,China southern airlines,1,62,16,9.93
2016,12,CPZ,Compass airlines,15,636,24,9.9
2016,12,VRD,Virgin america,88,3661,24,9.89
2016,12,ASA,Alaska airlines,24,981,24,9.89
2016,12,WOW,Wow air,1,39,26,9.89
2016,12,DAL,Delta airlines,50,1923,26,9.88
2016,12,JBU,Jetblue,29,968,30,9.87
2016,12,SCX,Sun country,4,133,30,9.87
2016,12,SWA,Southwest airlines,95,2715,35,9.85
2016,12,FFT,Frontier airlines,12,313,38,9.83
2016,12,AAL,American airlines,110,2506,44,9.81
2016,12,UAL,United airlines,575,10509,55,9.76
2016,12,ACA,Air canada,34,528,64,9.71
2016,12,FDX,Federal express,8,88,91,9.6
2016,12,HAL,Hawaiian airlines,12,126,95,9.58
2016,12,VOI,Volaris,7,69,101,9.55
2016,12,GTI,Atlas air,16,94,170,9.25
2016,12,AMX,Aeromexico,37,213,174,9.23
2016,12,CCA,China airlines,16,89,180,9.2
2016,12,TAI,Taca international airlines,19,99,192,9.15
2016,12,NCA,Nippon cargo airlines,13,46,283,8.75
2016,12,CMP,Copa airlines,35,123,285,8.74
2016,12,ETD,Etihad airways,18,62,290,8.71
2016,12,PAL,Philippine airlines,24,81,296,8.69
2016,12,SIA,Singapore airlines,48,123,390,8.27
2016,12,AIC,Air india,22,55,400,8.23
2016,12,FJI,Fiji airways,8,18,444,8.03
2016,12,SQC,Singapore airlines cargo,2,4,500,7.79
2016,12,EVA,Eva airways,66,131,504,7.77
2016,12,CPA,Cathay pacific airways,77,150,513,7.73
2016,12,CAL,China airlines,58,107,542,7.6
2016,12,KAL,Korean air,84,122,689,6.95
2016,12,AAR,Asiana airlines,107,112,955,5.77
2016,12,CKS,Kalitta air,65,58,1121,5.04
2016,12,QFA,Qantas airways,122,54,2259,0.0
2017,1,SKW,Skywest,60,6553,9,9.96
2017,1,CES,China eastern,1,84,12,9.95
2017,1,CSN,China southern airlines,1,62,16,9.93
2017,1,SAS,Royal dutch airlines,1,62,16,9.93
2017,1,UAE,United arab emirates,1,62,16,9.93
2017,1,JAL,Japan airlines,1,60,17,9.93
2017,1,THY,Turkish airlines,1,56,18,9.92
2017,1,JBU,Jetblue,32,1079,30,9.87
2017,1,ANA,All nippon airways,2,61,33,9.86
2017,1,VRD,Virgin america,112,3373,33,9.86
2017,1,CPZ,Compass airlines,26,781,33,9.86
2017,1,ASA,Alaska airlines,36,971,37,9.84
2017,1,SWA,Southwest airlines,95,2510,38,9.84
2017,1,BAW,British airways,5,124,40,9.83
2017,1,ANZ,Air new zealand,3,61,49,9.79
2017,1,AAL,American airlines,124,2161,57,9.75
2017,1,DAL,Delta airlines,82,1312,63,9.73
2017,1,SCX,Sun country,5,73,68,9.7
2017,1,VOI,Volaris,5,70,71,9.69
2017,1,FFT,Frontier airlines,22,282,78,9.66
2017,1,UAL,United airlines,720,9185,78,9.66
2017,1,SWR,Swiss international airlines,5,63,79,9.66
2017,1,ACA,Air canada,38,476,80,9.66
2017,1,HAL,Hawaiian airlines,10,124,81,9.65
2017,1,FDX,Federal express,7,82,85,9.63
2017,1,DLH,Lufthansa,11,114,96,9.58
2017,1,CCA,Air china,13,84,155,9.33
2017,1,ETD,Etihad airways,12,61,197,9.15
2017,1,AMX,Aeromexico,39,196,199,9.14
2017,1,CMP,Copa airlines,31,125,248,8.93
2017,1,TAI,Taca international airlines,24,96,250,8.92
2017,1,GTI,Atlas air,23,90,256,8.9
2017,1,CAL,China airlines,31,106,292,8.74
2017,1,FJI,Fiji airways,5,16,313,8.65
2017,1,NCA,Nippon cargo airlines,15,44,341,8.53
2017,1,SIA,Singapore airlines,43,123,350,8.49
2017,1,EVA,Eva airways,55,132,417,8.2
2017,1,AIC,Air india,23,51,451,8.05
2017,1,CPA,Cathay pacific airways,67,145,462,8.01
2017,1,PAL,Philippine airlines,40,80,500,7.84
2017,1,KAL,Korean air,73,119,613,7.35
2017,1,AAR,Asiana airlines,101,109,927,6.0
2017,1,CKS,Kalitta air,13,7,1857,1.98
2017,1,QFA,Qantas airways,139,60,2317,0.0
2017,2,SKW,Skywest,36,4651,8,9.97
2017,2,CSN,China southern airlines,1,56,18,9.92
2017,2,CPZ,Compass airlines,17,742,23,9.9
2017,2,WOW,Wow air,1,38,26,9.89
2017,2,BAW,British airways,3,110,27,9.88
2017,2,DLH,Lufthansa,3,106,28,9.88
2017,2,VRD,Virgin america,102,2964,34,9.85
2017,2,ASA,Alaska airlines,32,898,36,9.85
2017,2,SWA,Southwest airlines,83,2181,38,9.84
2017,2,THY,Turkish airlines,2,46,43,9.81
2017,2,JBU,Jetblue,46,947,49,9.79
2017,2,DAL,Delta airlines,72,1188,61,9.74
2017,2,AAL,American airlines,120,1930,62,9.73
2017,2,UAL,United airlines,612,8651,71,9.7
2017,2,ACA,Air canada,39,481,81,9.65
2017,2,FFT,Frontier airlines,18,219,82,9.65
2017,2,ANZ,Air new zealand,5,56,89,9.62
2017,2,SCX,Sun country,6,67,90,9.62
2017,2,HAL,Hawaiian airlines,11,112,98,9.58
2017,2,FDX,Federal express,9,86,105,9.55
2017,2,CCA,Air china,13,74,176,9.25
2017,2,CMP,Copa airlines,23,112,205,9.12
2017,2,ETD,Etihad airways,5,23,217,9.07
2017,2,AMX,Aeromexico,36,156,231,9.01
2017,2,GTI,Atlas air,21,91,231,9.01
2017,2,PAL,Philippine airlines,13,56,232,9.01
2017,2,TAI,Taca international airlines,20,79,253,8.92
2017,2,NCA,Nippon cargo airlines,12,40,300,8.72
2017,2,AIC,Air india,16,48,333,8.58
2017,2,EVA,Eva airways,55,117,470,7.99
2017,2,SIA,Singapore airlines,57,112,509,7.83
2017,2,CAL,China airlines,49,92,533,7.72
2017,2,CPA,Cathay pacific airways,82,128,641,7.26
2017,2,KAL,Korean air,77,106,726,6.9
2017,2,AAR,Asiana airlines,94,96,979,5.82
2017,2,QFA,Qantas airways,103,44,2341,0.0
2017,3,SKW,Skywest,46,6680,7,9.97
2017,3,FFT,Frontier airlines,3,254,12,9.95
2017,3,ANA,All nippon airways,1,61,16,9.93
2017,3,THY,Turkish airlines,1,55,18,9.92
2017,3,CPZ,Compass airlines,15,802,19,9.92
2017,3,EIN,Aer lingus,1,47,21,9.91
2017,3,VRD,Virgin america,75,3438,22,9.91
2017,3,DAL,Delta airlines,39,1599,24,9.9
2017,3,ASA,Alaska airlines,27,1103,24,9.9
2017,3,JBU,Jetblue,28,1023,27,9.88
2017,3,ACA,Air canada,18,598,30,9.87
2017,3,SWR,Swiss international airlines,2,62,32,9.86
2017,3,SCX,Sun country,2,57,35,9.85
2017,3,VOI,Volaris,2,56,36,9.85
2017,3,SWA,Southwest airlines,101,2707,37,9.84
2017,3,AAL,American airlines,85,2187,39,9.83
2017,3,UAL,United airlines,473,10653,44,9.81
2017,3,DLH,Lufthansa,6,122,49,9.79
2017,3,BAW,British airways,8,123,65,9.72
2017,3,FDX,Federal express,7,92,76,9.67
2017,3,CSN,China southern airlines,5,61,82,9.65
2017,3,CMP,Copa airlines,9,96,94,9.6
2017,3,CCA,Air china,8,83,96,9.59
2017,3,ETD,Etihad airways,3,26,115,9.51
2017,3,HAL,Hawaiian airlines,16,126,127,9.46
2017,3,AIC,Air india,8,55,145,9.38
2017,3,TAI,Taca international airlines,13,88,148,9.37
2017,3,WOW,Wow air,7,47,149,9.36
2017,3,AMX,Aeromexico,37,175,211,9.09
2017,3,NCA,Nippon cargo airlines,15,55,273,8.83
2017,3,CAL,China airlines,36,117,308,8.68
2017,3,EVA,Eva airways,41,133,308,8.68
2017,3,SIA,Singapore airlines,40,125,320,8.63
2017,3,AAR,Asiana airlines,28,79,354,8.48
2017,3,GTI,Atlas air,50,109,459,8.03
2017,3,CPA,Cathay pacific airways,73,147,497,7.87
2017,3,PAL,Philippine airlines,33,62,532,7.72
2017,3,KAL,Korean air,80,129,620,7.34
2017,3,CKS,Kalitta air,41,18,2278,0.24
2017,3,QFA,Qantas airways,112,48,2333,-0.0
2017,4,SKW,Skywest,43,5725,8,9.96
2017,4,UAE,United arab emirates,1,62,16,9.92
2017,4,SCX,Sun country,2,90,22,9.89
2017,4,ASA,Alaska airlines,26,1074,24,9.88
2017,4,CPZ,Compass airlines,19,762,25,9.88
2017,4,VRD,Virgin america,111,3321,33,9.84
2017,4,BAW,British airways,4,119,34,9.84
2017,4,JBU,Jetblue,38,1006,38,9.82
2017,4,FFT,Frontier airlines,11,282,39,9.81
2017,4,SWA,Southwest airlines,107,2576,42,9.8
2017,4,DAL,Delta airlines,81,1877,43,9.79
2017,4,AAL,American airlines,109,2057,53,9.75
2017,4,UAL,United airlines,587,10348,57,9.73
2017,4,ACA,Air canada,38,570,67,9.68
2017,4,ETD,Etihad airways,2,26,77,9.63
2017,4,FDX,Federal express,7,83,84,9.6
2017,4,HAL,Hawaiian airlines,15,118,127,9.39
2017,4,CMP,Copa airlines,13,95,137,9.35
2017,4,AAR,Asiana airlines,11,76,145,9.31
2017,4,NCA,Nippon cargo airlines,8,50,160,9.24
2017,4,TAI,Taca international airlines,17,87,195,9.07
2017,4,AMX,Aeromexico,44,193,228,8.91
2017,4,CSN,China southern airlines,15,60,250,8.81
2017,4,SIA,Singapore airlines,33,117,282,8.66
2017,4,AIC,Air india,17,51,333,8.41
2017,4,CPA,Cathay pacific airways,47,140,336,8.4
2017,4,CAL,China airlines,38,103,369,8.24
2017,4,ANZ,Air new zealand,24,60,400,8.1
2017,4,WOW,Wow air,25,59,424,7.98
2017,4,EVA,Eva airways,55,129,426,7.97
2017,4,VDA,Volga-dnepr,3,6,500,7.62
2017,4,GTI,Atlas air,51,94,543,7.42
2017,4,KAL,Korean air,97,124,782,6.27
2017,4,PAL,Philippine airlines,68,82,829,6.05
2017,4,CKS,Kalitta air,50,26,1923,0.84
2017,4,QFA,Qantas airways,105,50,2100,0.0
2017,5,SKW,Skywest,52,5922,9,9.97
2017,5,ACA,Air canada,8,710,11,9.96
2017,5,CPZ,Compass airlines,13,941,14,9.95
2017,5,BAW,British airways,2,120,17,9.94
2017,5,VRD,Virgin america,85,3577,24,9.91
2017,5,VOI,Volaris,2,84,24,9.91
2017,5,ASA,Alaska airlines,28,1091,26,9.9
2017,5,JBU,Jetblue,33,1061,31,9.88
2017,5,SWA,Southwest airlines,97,2786,35,9.87
2017,5,DAL,Delta airlines,71,2038,35,9.87
2017,5,UAL,United airlines,478,11300,42,9.84
2017,5,AAL,American airlines,99,2204,45,9.83
2017,5,FDX,Federal express,5,88,57,9.78
2017,5,WJA,Westjet airlines,11,176,63,9.76
2017,5,FFT,Frontier airlines,27,393,69,9.74
2017,5,NCA,Nippon cargo airlines,4,50,80,9.69
2017,5,CLU,Cargologic air,1,12,83,9.68
2017,5,CMP,Copa airlines,9,97,93,9.65
2017,5,BER,Air berlin,6,58,103,9.61
2017,5,ETD,Etihad airways,3,26,115,9.56
2017,5,HAL,Hawaiian airlines,16,126,127,9.52
2017,5,AIC,Air india,8,52,154,9.41
2017,5,AAY,Allegiant,1,6,167,9.36
2017,5,TAI,Taca international airlines,16,85,188,9.28
2017,5,AMX,Aeromexico,36,174,207,9.21
2017,5,VDA,Volga-dnepr,2,8,250,9.05
2017,5,CAL,China airlines,31,119,261,9.01
2017,5,AAR,Asiana airlines,25,75,333,8.73
2017,5,CSN,China southern airlines,21,62,339,8.71
2017,5,CPA,Cathay pacific airways,55,137,401,8.47
2017,5,SIA,Singapore airlines,54,124,435,8.34
2017,5,EVA,Eva airways,62,131,473,8.2
2017,5,GTI,Atlas air,70,137,511,8.05
2017,5,ANZ,Air new zealand,32,61,525,8.0
2017,5,WOW,Wow air,21,30,700,7.33
2017,5,KAL,Korean air,120,169,710,7.29
2017,5,PAL,Philippine airlines,96,90,1067,5.93
2017,5,KYE,Skylease cargo,3,2,1500,4.28
2017,5,CKS,Kalitta air,45,26,1731,3.4
2017,5,QFA,Qantas airways,118,45,2622,0.0
2017,6,SKW,Skywest,39,5998,7,9.97
2017,6,VIR,Virgin atlantic,1,130,8,9.96
2017,6,THY,Turkish airlines,1,60,17,9.92
2017,6,JAL,Japan airlines,1,59,17,9.91
2017,6,DAL,Delta airlines,42,2302,18,9.91
2017,6,ASA,Alaska airlines,18,986,18,9.91
2017,6,AFR,Air france,3,162,19,9.91
2017,6,KLM,Royal dutch airlines,2,86,23,9.88
2017,6,VRD,Virgin america,88,3702,24,9.88
2017,6,CPZ,Compass airlines,21,835,25,9.87
2017,6,ACA,Air canada,20,764,26,9.87
2017,6,SCX,Sun country,4,149,27,9.86
2017,6,BAW,British airways,4,120,33,9.83
2017,6,JBU,Jetblue,37,1035,36,9.82
2017,6,SWA,Southwest airlines,108,2896,37,9.81
2017,6,ETD,Etihad airways,1,26,38,9.81
2017,6,UAL,United airlines,474,12229,39,9.8
2017,6,AAL,American airlines,97,2323,42,9.79
2017,6,CAL,China airlines,7,134,52,9.74
2017,6,NCA,Nippon cargo airlines,3,52,58,9.71
2017,6,WJA,Westjet airlines,10,172,58,9.71
2017,6,AAR,Asiana airlines,5,74,68,9.66
2017,6,XLF,Xl airways,1,14,71,9.64
2017,6,FFT,Frontier airlines,29,374,78,9.61
2017,6,CMP,Compass airlines,14,117,120,9.4
2017,6,AIC,Air india,7,52,135,9.32
2017,6,TAI,Taca international airlines,12,87,138,9.3
2017,6,FDX,Federal express,14,90,156,9.21
2017,6,CSN,China southern airlines,13,66,197,9.0
2017,6,HAL,Hawaiian airlines,27,120,225,8.86
2017,6,SIA,Singapore airlines,27,120,225,8.86
2017,6,AMX,Aeromexico,53,207,256,8.71
2017,6,FJI,Fiji airways,8,22,364,8.16
2017,6,CPA,Cathay pacific airways,56,146,384,8.06
2017,6,EVA,Eva airways,50,128,391,8.03
2017,6,WOW,Wow air,24,60,400,7.98
2017,6,KAL,Korean air,81,163,497,7.49
2017,6,ANZ,Air new zealand,32,60,533,7.31
2017,6,GTI,Atlas air,66,117,564,7.15
2017,6,PAL,Philippine airlines,62,85,729,6.32
2017,6,CKS,Kalitta air,33,26,1269,3.59
2017,6,QFA,Qantas airways,97,49,1980,-0.0
2017,7,SKW,Skywest,40,6607,6,9.97
2017,7,VRD,Virgin america,55,3864,14,9.93
2017,7,BAW,British airways,2,122,16,9.92
2017,7,SCX,Sun country,3,176,17,9.91
2017,7,NCA,Nippon cargo airlines,1,52,19,9.9
2017,7,DAL,Delta airlines,51,2563,20,9.9
2017,7,FFT,Frontier airlines,8,365,22,9.89
2017,7,ASA,Alaska airlines,25,1087,23,9.88
2017,7,CES,China eastern,2,86,23,9.88
2017,7,CPZ,Compass airlines,20,830,24,9.88
2017,7,SWA,Southwest airlines,79,2981,27,9.86
2017,7,ACA,Air canada,24,846,28,9.86
2017,7,JBU,Jetblue,32,1123,28,9.85
2017,7,AFR,Air france,6,209,29,9.85
2017,7,CCA,Air china,2,62,32,9.84
2017,7,AAL,American airlines,85,2399,35,9.82
2017,7,XLF,Xl airways,1,28,36,9.82
2017,7,UAL,United airlines,544,12890,42,9.79
2017,7,ETD,Etihad airways,2,28,71,9.64
2017,7,WJA,Westjet airlines,19,186,102,9.48
2017,7,HAL,Hawaiian airlines,17,124,137,9.3
2017,7,TAI,Taca international airlines,14,100,140,9.29
2017,7,CMP,Copa airlines,20,125,160,9.18
2017,7,FDX,Federal express,13,80,163,9.17
2017,7,AMX,Aeromexico,53,282,188,9.04
2017,7,CSN,China southern airlines,20,78,256,8.69
2017,7,SIA,Singapore airlines,42,124,339,8.27
2017,7,KAL,Korean air,58,168,345,8.24
2017,7,CAL,China airlines,52,148,351,8.21
2017,7,EVA,Eva airways,54,134,403,7.95
2017,7,GTI,Atlas air,50,109,459,7.66
2017,7,WOW,Wow air,28,61,459,7.66
2017,7,KYE,Skylease cargo,1,2,500,7.45
2017,7,CPA,Cathay pacific airways,91,150,607,6.91
2017,7,HVN,Vietnam airlines,5,8,625,6.82
2017,7,ANZ,Air new zealand,45,61,738,6.24
2017,7,PAL,Philippine airlines,65,88,739,6.24
2017,7,FJI,Fiji airways,20,27,741,6.23
2017,7,CKS,Kalitta air,26,28,929,5.27
2017,7,QFA,Qantas airways,106,54,1963,-0.0
2017,8,AFR,Air france,1,157,6,9.97
2017,8,SKW,Skywest,50,6618,8,9.96
2017,8,DLH,Lufthansa,2,125,16,9.92
2017,8,SWR,Swiss international airlines,1,62,16,9.92
2017,8,QXE,Horizon air,1,52,19,9.9
2017,8,CPZ,Compass airlines,17,841,20,9.9
2017,8,ASA,Alaska airlines,24,1112,22,9.89
2017,8,VRD,Virgin america,89,3876,23,9.89
2017,8,BAW,British airways,3,124,24,9.88
2017,8,DAL,Delta airlines,70,2620,27,9.87
2017,8,SWA,Southwest airlines,96,2995,32,9.84
2017,8,CCA,Air china,2,62,32,9.84
2017,8,FFT,Frontier airlines,13,376,35,9.83
2017,8,NCA,Nippon cargo airlines,2,55,36,9.82
2017,8,SCX,Sun country,6,159,38,9.81
2017,8,XLF,Xl airways,1,26,38,9.81
2017,8,JBU,Jetblue,46,1146,40,9.8
2017,8,UAL,United airlines,564,14016,40,9.8
2017,8,ACA,Air canada,40,871,46,9.77
2017,8,AAL,American airlines,111,2387,47,9.77
2017,8,AAR,Asiana airlines,4,66,61,9.7
2017,8,WJA,Westjet airlines,14,186,75,9.62
2017,8,ETD,Etihad airways,2,26,77,9.62
2017,8,FDX,Federal express,11,92,120,9.4
2017,8,CMP,Copa airlines,23,124,185,9.07
2017,8,HAL,Hawaiian airlines,24,125,192,9.04
2017,8,CSN,China southern airlines,16,82,195,9.02
2017,8,TAI,Taca international airlines,19,96,198,9.01
2017,8,CAL,China airlines,31,152,204,8.98
2017,8,AMX,Aeromexico,55,268,205,8.97
2017,8,SIA,Singapore airlines,28,126,222,8.89
2017,8,AIC,Air india,14,52,269,8.65
2017,8,FJI,Fiji airways,6,21,286,8.57
2017,8,EVA,Eva airways,38,131,290,8.55
2017,8,CPA,Cathay pacific airways,49,149,329,8.36
2017,8,WOW,Wow air,21,60,350,8.25
2017,8,KAL,Korean air,64,161,398,8.01
2017,8,PAL,Philippine airlines,35,79,443,7.78
2017,8,GTI,Atlas air,53,117,453,7.74
2017,8,ANZ,Air new zealand,36,63,571,7.14
2017,8,PAC,Polar air cargo,1,1,1000,5.0
2017,8,CKS,Kalitta air,51,28,1821,0.89
2017,8,QFA,Qantas airways,106,53,2000,0.0
2017,9,SKW,Skywest,35,6107,6,9.98
2017,9,DLH,Lufthansa,1,120,8,9.97
2017,9,FFT,Frontier airlines,3,356,8,9.97
2017,9,SCX,Sun country,1,109,9,9.96
2017,9,ANA,All nippon airways,1,60,17,9.93
2017,9,BAW,British airways,2,119,17,9.93
2017,9,ASA,Alaska airlines,20,1062,19,9.92
2017,9,DAL,Delta airlines,44,2219,20,9.92
2017,9,VRD,Virgin america,76,3745,20,9.92
2017,9,AFR,Air france,2,96,21,9.92
2017,9,CPZ,Compass airlines,17,802,21,9.92
2017,9,SWA,Southwest airlines,61,2841,21,9.91
2017,9,ACA,Air canada,25,809,31,9.88
2017,9,UAE,United arab emirates,2,60,33,9.87
2017,9,WJA,Westjet airlines,6,180,33,9.87
2017,9,AAL,American airlines,72,2130,34,9.86
2017,9,UAL,United airlines,414,11942,35,9.86
2017,9,JBU,Jetblue,40,1098,36,9.85
2017,9,ETD,Etihad airways,1,26,38,9.85
2017,9,CAL,China airlines,8,131,61,9.76
2017,9,TCX,Thomas cook airlines,1,16,63,9.75
2017,9,FDX,Federal express,10,84,119,9.52
2017,9,CMP,Copa airlines,11,92,120,9.52
2017,9,NCA,Nippon cargo airlines,6,47,128,9.49
2017,9,AMX,Aeromexico,26,175,149,9.41
2017,9,CSN,China southern airlines,15,77,195,9.22
2017,9,AIC,Air india,11,52,212,9.15
2017,9,TAI,Taca international airlines,18,85,212,9.15
2017,9,HAL,Hawaiian airlines,27,120,225,9.1
2017,9,SIA,Singapore airlines,27,120,225,9.1
2017,9,CPA,Cathay pacific airways,32,134,239,9.04
2017,9,AAR,Asiana airlines,23,72,319,8.72
2017,9,EVA,Eva airways,41,124,331,8.68
2017,9,FJI,Fiji airways,7,16,438,8.25
2017,9,PAL,Philippine airlines,29,63,460,8.16
2017,9,WOW,Wow air,29,60,483,8.07
2017,9,ANZ,Air new zealand,30,60,500,8.0
2017,9,KAL,Korean air,92,177,520,7.92
2017,9,GTI,Atlas air,65,101,644,7.43
2017,9,PAC,Polar air cargo,1,1,1000,6.0
2017,9,QFA,Qantas airways,117,53,2208,1.17
2017,9,CKS,Kalitta air,55,22,2500,0.0
2017,10,EJA,Netjets,2,455,4,9.98
